NAME,CATEGORY,ADDRESS,LAT,LNG,ID,SCALE,EVENT,TIME_OF_DAY
Regi's Lounge,Lounge,Viale ergisto Bezzi 73,45.462112,9.148906,56abf9b4498eabc430d1883f,small,"dance, music, acting, magic,comedy","Evening, Night"
Artmouse,General Entertainment,,45.461984,9.152452,4ca3750c7f84224b6814c558,small,All,"Day, Evening, Night, LateNight"
Alessandra D. A.,General Entertainment,"Via Marghera, 43, 20149 Milano",45.46593271879587,9.152313994975902,4ebd27570aaf88633ba1c2c3,small,All,"Day, Evening, Night, LateNight"
Spazio Asti,General Entertainment,Via Asti 17,45.4661190155465,9.152641605790825,4bfe2e822b83b713cddca998,small,All,"Day, Evening, Night, LateNight"
"quiet, please!",General Entertainment,,45.46523738732335,9.15030377049686,4e64ff2ab0fb188e8ec86dc9,small,All,"Day, Evening, Night, LateNight"
NPJparty,General Entertainment,Via privata Asti,45.466259,9.15286,5086b368e4b040ea08806ae7,small,All,"Day, Evening, Night, LateNight"
Aragorn,Comedy Club,Via Vittoria Colonna 49,45.467533740730325,9.149744310022973,4f27ea7ee4b0b501745edeff,small,Comedy,"Evening, Night"
Riky In Console,Nightclub,,45.46807436602601,9.151333882228393,4f738c80e4b0a60ba5ecd5c2,small,"dance, music, acting, magic,comedy","Evening, Night"
Metiss ' Art,Dance Studio,"Via Angelo Morbelli, 7, 20149 Milano",45.471186984721896,9.14955110937112,4eb2d9432c5b5915ce1a8fd1,small,"Musical Theater, Dance, Music","Day, Evening, Night, LateNight"
ASD Spazio Capoeira Desequilibrio,General Entertainment,Via Correggio 55,45.46836327285021,9.14935842160838,4eee0c326c25c7f9d2af4f80,small,All,"Day, Evening, Night, LateNight"
MusicDrome,Nightclub,Via Pier Alberto Paravia 59,45.473303279519776,9.149766150878682,4b05887bf964a5206fc822e3,small,"dance, music, acting, magic,comedy","Evening, Night"
Tortona 37,Event Space,Via Tortona 37,45.449494969027896,9.15754045760948,4e1c0727e4cd1f7c5d7c6a0d,large,All,"Day, Evening, Night, LateNight"
Nokia Low Light Box,General Entertainment,,45.4505,9.158,516d8880498ef16ff2ff9d2f,small,All,"Day, Evening, Night, LateNight"
Gaussian Blur,Nightclub,,45.449648,9.157679,4f909762e4b0e026aa3b8954,small,"dance, music, acting, magic,comedy","Evening, Night"
Smartbox,General Entertainment,Via Tortona 37,45.450358,9.158142,5166eeede4b0507228da3a1d,small,All,"Day, Evening, Night, LateNight"
Peugeot 208 XY Purple Night Party,Nightclub,Alzaia Naviglio Grande 116,45.44815426390498,9.156975030987534,518d2f0c498eda07d01bdf81,small,"dance, music, acting, magic,comedy","Evening, Night"
University Equipe,Nightclub,Via pietrasanta 12,45.454169117056026,9.154290111026231,54259b64498e989838f6c307,small,"dance, music, acting, magic,comedy","Evening, Night"
younger’s in design,General Entertainment,via savona 55,45.45186729297399,9.156718254089355,51605c6ac84ca0b532ba550e,small,All,"Day, Evening, Night, LateNight"
Stella Marina,Comedy Club,,45.45354461669922,9.156147003173828,4fd51120e4b054c59a1323d8,small,Comedy,"Evening, Night"
Camera Fulci,General Entertainment,,45.45266897047941,9.154549990244897,4e6d101f45dd435bc1506d16,small,All,"Day, Evening, Night, LateNight"
Paradise Terrace,Lounge,,45.45175690399693,9.157917870850538,4c8c09c3ed3ab60c0e196421,small,"dance, music, acting, magic,comedy","Evening, Night"
Silver's Mansion,Nightclub,,45.457954,9.154691,532ccf99498e7588353034e3,small,"dance, music, acting, magic,comedy","Evening, Night"
Sailing Passion,General Entertainment,Via Foppa 49,45.45626120665205,9.15651551806545,4f40cb42e4b0102f0de4ce10,small,All,"Day, Evening, Night, LateNight"
Junk Food srl - Lost In Fashion.it,General Entertainment,Via V.Foppa 46,45.45653722499999,9.1568129,4bed70fcbac3c9b68743fee9,small,All,"Day, Evening, Night, LateNight"
caliri,General Entertainment,,45.45695495605469,9.156073570251465,4ffcd05de4b00fe5cb4167aa,small,All,"Day, Evening, Night, LateNight"
BeatStreet,Concert Hall,,45.45590951059371,9.15601767382422,4eb9b8676da17451dd956a64,large,All,"Day, Evening"
у Вали,Lounge,Piazza Bolivar,45.45542,9.153688,5675cf8d38fa07a24b7cf79b,small,"dance, music, acting, magic,comedy","Evening, Night"
La Tana 2,General Entertainment,,45.46018753754168,9.157611037857261,526ed2c911d2187d0537615f,small,All,"Day, Evening, Night, LateNight"
Mansarda Mari,Lounge,Via Egadi 10,45.46008790246464,9.157983864507258,506b0087e4b096123a1b3bfd,small,"dance, music, acting, magic,comedy","Evening, Night"
The Block,Residential Building (Apartment / Condo),Via Washington 52,45.46250642632675,9.154427761211053,50c12341e4b0661cb2c59f4b,small,All,"Day, Evening"
Teatro Caboto,Theater,via Sebastiano Caboto 2,45.46236246164635,9.156597026848582,4cb0bbd56c269521e6f3b7d9,large,All,"Day, Evening"
Free Sound,Music Venue,Via Washington 40,45.46329726066018,9.15498177797991,4c8e644aad70a143c94f890f,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Art Dance,General Entertainment,Via Washington 16,45.4648336817996,9.155098833663635,525eeaf1498e03901b2ea896,small,All,"Day, Evening, Night, LateNight"
Teatro Nazionale,Theater,Piazza Piemonte 12,45.466735509424744,9.153980245804673,4bdd7c1d4ffaa593ab826ff7,large,All,"Day, Evening"
Mind Juggler Francesco Tesei,Theater,Piazza Piemonte Milano,45.466807,9.154552,52e809aa11d2b7c15daacf44,large,All,"Day, Evening"
Biglietteria Nazionale,Theater,,45.46669155942898,9.155311280959376,50c31571e4b0fe852d32767f,large,All,"Day, Evening"
Sala Wagner,Theater,Piazza Wagner 2,45.46820466765216,9.15662169456482,4dab345df7b145b370215c81,large,All,"Day, Evening"
Smooth Cafè,Lounge,Via Michelangelo Buonarroti 15,45.468429510635154,9.155282915989897,4ba90310f964a52070033ae3,small,"dance, music, acting, magic,comedy","Evening, Night"
Get Me Out,General Entertainment,Via Emanuele Filiberto,45.48523,9.157538,5766bfa3498e7a574ac122e0,small,All,"Day, Evening, Night, LateNight"
Teatro San Cipriano,Theater,Via Carlo D'Adda,45.44624,9.161331,4cf015fd7bf3b60ce760577f,large,All,"Day, Evening"
Massive Arts Studios,Concert Hall,Via Eugenio Villoresi 24,45.44667121217092,9.162956561967562,4de23782ae60e7f3abe99ed8,large,All,"Day, Evening"
Linguaggi Creativi,Theater,,45.4465909516467,9.162924671087584,4ec9133c0e6158ba006c53eb,large,All,"Day, Evening"
Malagher,Piano Bar,"Via Malaga, 6",45.44536,9.159379,4bd45cf5a8b3a5933c9c6b5f,small,"Musical Theater, Dance, Music, Magic","Evening, Night"
The Botanical Club,Lounge,Via Tortona 33,45.45133763685301,9.161408563660153,5772bab6498e45d5a647c213,small,"dance, music, acting, magic,comedy","Evening, Night"
Red Bull Party,Nightclub,Via Tortona,45.449953,9.161226,4f91d37be4b0c9a2aa1db300,small,"dance, music, acting, magic,comedy","Evening, Night"
T35,Nightclub,Via tortonax,45.45110104658888,9.160652193185202,4bd2384741b9ef3b8eaafde5,small,"dance, music, acting, magic,comedy","Evening, Night"
Area Relax @BM,General Entertainment,Via Tortona 37,45.450612,9.158587,52496239498e2e72bd7a6f96,small,All,"Day, Evening, Night, LateNight"
Alphabet,Nightclub,Alzaia Naviglio Grande 98,45.44944235887685,9.161711485018369,5286dabd11d253e6ba962bdf,small,"dance, music, acting, magic,comedy","Evening, Night"
eBayLiving,General Entertainment,Via Tortona 31,45.450986701221986,9.15936827659607,51631f7b8aca9531248a8bb4,small,All,"Day, Evening, Night, LateNight"
Moncler Gamme Bleu FW13 Show,General Entertainment,Via Tortona 58,45.451295286221246,9.160902500152588,50ed9366f31cdcd22aa24108,small,All,"Day, Evening, Night, LateNight"
Rocket,Rock Club,Alzaia Naviglio Grande 98,45.449430731181394,9.161466461843842,4b05887bf964a52073c822e3,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Codice a Barre,Music Venue,98 Alzaia Naviglio Grande,45.44935502836186,9.161643896938978,4b05887af964a52046c822e3,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Emporio 31,General Entertainment,Via Tortona 31,45.450915104882654,9.162802099486294,4f74c2b9e4b04f5d5cd17fcc,small,All,"Day, Evening, Night, LateNight"
Calcetto VML,General Entertainment,"Via Tortona, 37",45.450253,9.158367,4ced078c3b03f04d91de31dc,small,All,"Day, Evening, Night, LateNight"
Bobino Club,Cocktail Bar,Alzaia Naviglio Grande 116,45.44902138892366,9.159373590027998,4c41f2c7ce54e21ecedb0b1a,small,"dance, music, acting, magic,comedy","Evening, Night"
Fashion Parfumed Corner,General Entertainment,Via Tortona 54,45.451676,9.162944,4e7db8387ee671559aecb992,small,All,"Day, Evening, Night, LateNight"
Giovannoni Studio,Lounge,,45.453827,9.158897,5165f6b9e4b0ef70eacac737,small,"dance, music, acting, magic,comedy","Evening, Night"
Sfilata C'N'C Costume national- Castello Sforzesco,General Entertainment,,45.45157367062651,9.161005429834924,505c5948e4b035b64dc0f796,small,All,"Day, Evening, Night, LateNight"
Rocky Horror Picture Show,General Entertainment,,45.45262077131597,9.160216226939037,4d9f6b8e5dc7f04d62506e91,small,All,"Day, Evening, Night, LateNight"
Il Raduno Dei Distratti,General Entertainment,,45.451888,9.162981,51045785e4b0ad7f35ff40d9,small,All,"Day, Evening, Night, LateNight"
Aria Savona,General Entertainment,"Via savona, 43",45.453621,9.161947,4c016c5b58dbc9282b54ee6b,small,All,"Day, Evening, Night, LateNight"
L'Huffington Post Launch,General Entertainment,,45.453732,9.160966,5061f730e4b0597ff990367a,small,All,"Day, Evening, Night, LateNight"
Sapori Solari,Gastropub,Via Anguissola 5,45.45378036527518,9.158378340831316,4d78c963db7c548175ee35f2,small,"dance, music, acting, magic,comedy","Evening, Night"
Vertical Stage Session,Music Venue,Via Stendhal 30,45.452319,9.159932,4dab1c2e0437dccbd8155805,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Circle,Lounge,"Via Stendhal, 36",45.45357790985788,9.159337817072217,4c29e93f9eb19521b0d12959,small,"dance, music, acting, magic,comedy","Evening, Night"
welcomehome,General Entertainment,Via Stendhal 36,45.45353696557036,9.160006091766565,57100886498ece022dbedfb1,small,All,"Day, Evening, Night, LateNight"
Foppa31,General Entertainment,,45.45706916015944,9.158908631212174,50bef4afe4b0fb901fc997c3,small,All,"Day, Evening, Night, LateNight"
Idio,Lounge,Via Foppa 24,45.45770804712703,9.160648463739888,4e8231978b81400d66718ef9,small,"dance, music, acting, magic,comedy","Evening, Night"
Biliardo Corso Colombo,General Entertainment,,45.4591004365176,9.161006421826782,4f68de84e4b0fef790124307,small,All,"Day, Evening, Night, LateNight"
Corso Del Lunedì,General Entertainment,,45.460863,9.16281,4e89688193ad855afd6a15a3,small,All,"Day, Evening, Night, LateNight"
L.E.S. Milano,General Entertainment,Piazza Sant'Agostino,45.46467528628875,9.162503243698694,4f155643e4b09e81dc862cff,small,All,"Day, Evening, Night, LateNight"
Circolo ricreativo Versaci,General Entertainment,Via Ercole Ferrario,45.46205426229458,9.16113965837954,5234beff11d2054cea295610,small,All,"Day, Evening, Night, LateNight"
desperate housewife,Comedy Club,,45.464228,9.161787,5315f80a11d208cb44d2c20e,small,Comedy,"Evening, Night"
Mini countryman party,Nightclub,Via Bergognone 34,45.465754881590534,9.161627725293584,4bc4e4eaf8219c74940eb810,small,"dance, music, acting, magic,comedy","Evening, Night"
Uramaki.tv,Rock Club,Webvideo Factory,45.46612328793038,9.158377779575527,4eca3aa80e6158ba01b7a25a,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Mammamondo Milano,General Entertainment,Via Cimarosa 8,45.466619340594185,9.158413112588343,4fbca6bce4b0742d2e42d5bf,small,All,"Day, Evening, Night, LateNight"
mon métro,Comedy Club,,45.46690653713159,9.162869278911822,4e08cec3c65b5bf27798317d,small,Comedy,"Evening, Night"
ottavio's flat,Nightclub,Via Giovanni Rasori 9,45.467803,9.162329,569585e1498e725384bf75b4,small,"dance, music, acting, magic,comedy","Evening, Night"
Giostre di Largo Zandonai,General Entertainment,,45.470555555508305,9.15952797288024,50029045e4b0c123ddf9e191,small,All,"Day, Evening, Night, LateNight"
Legend Tour Harley,General Entertainment,,45.46834454549291,9.160065474191802,4dce5f86e4cd130e1664c09f,small,All,"Day, Evening, Night, LateNight"
chez tamburello,General Entertainment,via alberto da giussano 24,45.469809,9.162079,4dade5546a23e6c9347ee0f8,small,All,"Day, Evening, Night, LateNight"
Maratona Manzoni,Amphitheater,,45.47473,9.160308,57f7b06f498ea2b997362f5f,large,All,"Day, Evening"
Auditorium Leone XIII,Theater,,45.47393943904469,9.162967480010105,4d0d15028010548122891c96,large,All,"Day, Evening"
Terrace bbq,Comedy Club,,45.478399961887256,9.161865371423666,4e0f8c91b0fb59de67e17cba,small,Comedy,"Evening, Night"
Terrazzonello,Nightclub,,45.48132555775843,9.160056858747135,4eab5362991107f63c8fde34,small,"dance, music, acting, magic,comedy","Evening, Night"
Sequoia,Bar,Via giovanni Prati,45.478587,9.161378,4bdb4c2f2a3a0f473f57aeb6,small,"dance, music, acting, magic,comedy","Evening, Night"
Casa JPtaz,Concert Hall,,45.4826545715332,9.162620544433594,559eae6a498e7a2cd1cfe6d7,large,All,"Day, Evening"
Casa dell'informatico pazzo,General Entertainment,,45.48472622222222,9.159235944444443,54593681498e5e33a6666378,small,All,"Day, Evening, Night, LateNight"
Spazio Scopricoop,General Entertainment,,45.48307212173502,9.158985351820029,534d5949498e16359c4fd2fe,small,All,"Day, Evening, Night, LateNight"
55Milano,Lounge,"via Piero Della Francesca, 55",45.48587639025463,9.160411135320746,54baecb2498e16c0b9e59c4f,small,"dance, music, acting, magic,comedy","Evening, Night"
Chatulle,Italian Restaurant,"Via Piero della Francesca, 68",45.48616425198999,9.160310499735806,4c0566b2761ac9b6aa781f74,small,"dance, music, acting, magic,comedy","Day, Evening, Night, LateNight"
Villa Bambù,Lounge,Via Salvioni,45.48544628888514,9.16063350880496,4e05d97b14959022c88c10fb,small,"dance, music, acting, magic,comedy","Evening, Night"
Alle Volte Spazio,General Entertainment,Via Cenisio 62,45.487789154052734,9.160392761230469,524474e611d24615c621aacb,small,All,"Day, Evening, Night, LateNight"
Mr Brown's studios,General Entertainment,via Cenisio 62,45.488186,9.160086,4fa11bbee4b0e93e33d3a063,small,All,"Day, Evening, Night, LateNight"
Il Gattopardo Café,Nightclub,"Via Piero della Francesca, 47",45.48530784012917,9.161588245414665,4c69c94ccff29521353d1a5e,small,"dance, music, acting, magic,comedy","Evening, Night"
Linguaggi Creativi,Theater,Via Villoresi 26,45.44641145259358,9.165267338530635,4caa0365ae1eef3bdf7f3347,large,All,"Day, Evening"
Teatro LinguaggiCreativi,Theater,,45.44644241148478,9.163455920325745,50a8f82de4b0b2e8c02cb8a1,large,All,"Day, Evening"
SuperStudio Più,Art Gallery,Via Tortona 27,45.450819022598054,9.163484547702152,4ba7b7e4f964a520b4ac39e3,small,"dance, music, acting, magic,comedy","Day, Evening"
Spazio Bugatti 15,General Entertainment,Via Gaspare Bugatti 15,45.451270018600276,9.167252925870882,5065e09de4b0b68b5da28925,small,All,"Day, Evening, Night, LateNight"
Super Juice Bar Tortona,General Entertainment,,45.450494,9.163429,5168117ce4b08a51fbae4491,small,All,"Day, Evening, Night, LateNight"
Monsterland,General Entertainment,,45.44995746749896,9.164394392836327,5272cb3a11d25034fbea22df,small,All,"Day, Evening, Night, LateNight"
Via Bugatti 15,General Entertainment,,45.451257,9.167459,4f8dc117e4b013d9a584dd96,small,All,"Day, Evening, Night, LateNight"
The Magazzini,General Entertainment,,45.450573,9.16693,5168866ae4b031a6fbc91e49,small,All,"Day, Evening, Night, LateNight"
Magazzini di Porta Genova,General Entertainment,,45.450617607296834,9.167478068324321,4f74c798e4b0bb6ea26e97ce,small,All,"Day, Evening, Night, LateNight"
Cake Festival 2016,General Entertainment,,45.450782,9.163524,57fa6480498ea2b99c60192f,small,All,"Day, Evening, Night, LateNight"
Circo Delle Pulci,General Entertainment,Ex Magazzini Porta Genova,45.450539068568425,9.167021568953219,5262f88e498ee0f0a3f31b9e,small,All,"Day, Evening, Night, LateNight"
Temporary museum,General Entertainment,,45.451299,9.167164,4f91e3a1e4b079cca4933875,small,All,"Day, Evening, Night, LateNight"
Liquidambar,Lounge,,45.45265,9.167143,5777f32a498e189814efbd22,small,"dance, music, acting, magic,comedy","Evening, Night"
Terrazza Gancia,Lounge,Via Tortona 21,45.452858,9.166469,4c17c4651436a5934d558c75,small,"dance, music, acting, magic,comedy","Evening, Night"
Fotografica 12,General Entertainment,,45.45305700220837,9.165530941170498,50a3d332e4b06729d1186af7,small,All,"Day, Evening, Night, LateNight"
Carlsberg Drink Different,Nightclub,Via Bergognone 30,45.45401831153321,9.166674646206996,4ed81fc3d3e346be3196584c,small,"dance, music, acting, magic,comedy","Evening, Night"
McOttavio's,General Entertainment,,45.45425597008189,9.167074054574279,4eed20949adf257d6677a5f4,small,All,"Day, Evening, Night, LateNight"
rotonda di via bergognone,Nightclub,,45.452348,9.164491,552d6d03498ea54018f26788,small,"dance, music, acting, magic,comedy","Evening, Night"
Burlesque Award,General Entertainment,,45.453897,9.163767,4d6043345b276dcb778213c6,small,All,"Day, Evening, Night, LateNight"
Tortona 32,General Entertainment,Via Tortona 32,45.45279932381504,9.165502010666245,4c10a781b93cc9b68f1157e0,small,All,"Day, Evening, Night, LateNight"
Food Experience Mondadori,General Entertainment,Via TORTONA 15,45.45293896303574,9.167421126274123,51658db6e4b04d92cb664989,small,All,"Day, Evening, Night, LateNight"
Officina Creativa Ansaldo,General Entertainment,,45.45224613459573,9.163683015619078,4fdb61b6e4b034b3a94252db,small,All,"Day, Evening, Night, LateNight"
Superstudio13,Art Gallery,Via Forcella 13,45.45193670518244,9.167664689348928,4cd497a2b2a437047e727844,small,"dance, music, acting, magic,comedy","Day, Evening"
MACS - Mazda Contemporary Space,General Entertainment,"Via Forcella, 3",45.45284,9.166345,51669cb7e4b02c1af1a6bbd0,small,All,"Day, Evening, Night, LateNight"
Philips simply@home - Spazio Galvanotecnica Bugatti,General Entertainment,Via Gaspare Bugatti 7,45.452,9.167111,4d91da66521760fc7b401593,small,All,"Day, Evening, Night, LateNight"
L'attico Live,Nightclub,Via Tortona 21,45.452811,9.166426,531262c2498e6faeaccc8554,small,"dance, music, acting, magic,comedy","Evening, Night"
Established & Sons,Strip Club,Teatro versace,45.45370186085382,9.163113319102349,4da775c243a12d0c263a168a,small,"dance, music, acting, magic,comedy","Evening, Night"
Lavazza,General Entertainment,,45.453887,9.163067,516575aae4b0fd02d2a62cd2,small,All,"Day, Evening, Night, LateNight"
MINI Paceman Garage,General Entertainment,Via Tortona 20,45.45332297996148,9.166607389394501,5162fd42e4b02525e1d4e111,small,All,"Day, Evening, Night, LateNight"
"Ciclotte ""The Round Experience""",General Entertainment,Via Forcella 13,45.451757,9.167418,5165420fe4b003192e7b5730,small,All,"Day, Evening, Night, LateNight"
Heineken The Club,Nightclub,,45.45243516260238,9.166656198799773,4f8dc327e4b05cdaa129b532,small,"dance, music, acting, magic,comedy","Evening, Night"
Stefy Agenzy,General Entertainment,Via Savona,45.454613,9.166409,4f846acfe4b03e850be200d5,small,All,"Day, Evening, Night, LateNight"
Food&design,General Entertainment,,45.45340468743085,9.16724366918364,51655da1e4b06f9467d611d1,small,All,"Day, Evening, Night, LateNight"
We Love Glasses,Lounge,,45.453851,9.165369,4da9deab0cb6a89c6260afd1,small,"dance, music, acting, magic,comedy","Evening, Night"
Fuoribalcone,Music Venue,,45.45503686914547,9.166870925281417,4da9e9146a2303012f014fbe,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
The iron factory occupied by crazy people,General Entertainment,Via Savona 18,45.455609,9.167468,4c2b95dc2219c928f7d5a448,small,All,"Day, Evening, Night, LateNight"
UnlockMI,General Entertainment,,45.460105,9.16678,59c6c9a2237dee656b63d2a5,small,All,"Day, Evening, Night, LateNight"
Passo Carrabile Foppa 7,General Entertainment,Via Vincenzo Foppa 7,45.45877587581299,9.163809573969832,4e867444722e3aa906467f0b,small,All,"Day, Evening, Night, LateNight"
San Vittore Pub Restaurant,Other Nightlife,Viale Papiniano 16,45.460111602259666,9.166110291258455,4c46219f342c1b8d65b4b589,small,"dance, music, acting, magic,comedy","Evening, Night"
Sanvittore Ristorante Cocktail Bar & Lounge,Lounge,16,45.46112625583561,9.164426304231988,4d1b60ca6526a35d27100f16,small,"dance, music, acting, magic,comedy","Evening, Night"
Sedici:9,General Entertainment,"Via Coni Zugna, 5",45.460553,9.164848,5281f996498efeef7e76ad54,small,All,"Day, Evening, Night, LateNight"
studio asci,General Entertainment,,45.46477127075195,9.165491104125977,4f743497e4b0ae979ec9a1e9,small,All,"Day, Evening, Night, LateNight"
DomenicaAspasso,General Entertainment,,45.46274508727046,9.163729361062074,4ec8c077e300719916a17b7e,small,All,"Day, Evening, Night, LateNight"
emettp,Nightclub,Via Carso,45.465636,9.166313,582b45c1bda2d73834bb1b77,small,"dance, music, acting, magic,comedy","Evening, Night"
Emanuelandia,Nightclub,Casa Mia. Top secreta,45.465604,9.16641,508aa697e4b0c56e748a4876,small,"dance, music, acting, magic,comedy","Evening, Night"
Banaker,Nightclub,,45.465591,9.16635,506887f6e4b029886573dda2,small,"dance, music, acting, magic,comedy","Evening, Night"
Pinky's,General Entertainment,,45.46630101645657,9.163155555725098,4ee4d3efe5faffd731ff07c6,small,All,"Day, Evening, Night, LateNight"
Caserma CC Montebello,General Entertainment,,45.47480639794138,9.165328101753015,4f143283e4b0960d01800e3b,small,All,"Day, Evening, Night, LateNight"
Terrazza ISCM,Nightclub,Largo Quinto Alpini 1,45.47209407192385,9.166988398822417,4f6a24a8e4b04b16fd711b90,small,"dance, music, acting, magic,comedy","Evening, Night"
Largo Quinto Alpini - Milano,Road,,45.47179240480211,9.166867633878788,51ee8097498eff58246b8118,,All,"Day, Evening, Night, LateNight"
Villa Monti,Nightclub,,45.474731932564524,9.164411436534373,4e2b3a3518a80bb058572615,small,"dance, music, acting, magic,comedy","Evening, Night"
Baldini&Castoldi,General Entertainment,via Abbondio Sangiorgio 18,45.475898,9.166195,51f0e014498eeec0f7d4d02c,small,All,"Day, Evening, Night, LateNight"
Don't Movie Factory,Comedy Club,Via Zumbini 6,45.478969,9.163158,4e01c5bdd1647696f12445d2,small,Comedy,"Evening, Night"
fotofoto,General Entertainment,,45.48271942138672,9.164885520935059,4fac3709e4b017dfa51923ce,small,All,"Day, Evening, Night, LateNight"
Ateneo Moda,General Entertainment,Via Plinio 54,45.484587245731255,9.166655685356782,519cc16f498e7d16d022b442,small,All,"Day, Evening, Night, LateNight"
Mobsound Studios,Music Venue,"Via Privata Chieti, 10",45.48492484503191,9.163562209561126,4c42b9b8d7fad13a679f09da,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Absolut Ice Bar,Nightclub,Piazza Gerusalemme 12,45.484756,9.167603999999983,50300d28e4b04d70beb4e8d7,small,"dance, music, acting, magic,comedy","Evening, Night"
Harmony Cafe,Lounge,,45.48591838964981,9.16321039334616,4fa6b491e4b02443379aebc0,small,"dance, music, acting, magic,comedy","Evening, Night"
Club Decó,Lounge,San Galdino,45.486468961149505,9.167426223515982,5713c772cd102e21f7fba589,small,"dance, music, acting, magic,comedy","Evening, Night"
Cubo Decò,Lounge,Via San Galdino 5,45.48666879276931,9.167154480034842,4bdc6757c79cc928c06086e9,small,"dance, music, acting, magic,comedy","Evening, Night"
Associazione Culturale Scimmie Nude,Comedy Club,"Piazza Giovanni Perego, 11",45.49036077491616,9.16788646424912,4c89e3301107b713f479843a,small,Comedy,"Evening, Night"
i tre travoni,Nightclub,via principe eugenio,45.48991976151829,9.164672203840677,4e712b2918381bc64b1dfa4b,small,"dance, music, acting, magic,comedy","Evening, Night"
Teatro Out Off,Theater,"Via Mac Mahon, 16",45.48933625256602,9.164373515361877,4bf5803b94b2a593f6aeabee,large,All,"Day, Evening"
Overdrive Studio,Concert Hall,Mc Mahon 14,45.489079544040514,9.164219047978156,4f2ebaace4b0bd78b825dff0,large,All,"Day, Evening"
Spoons Concert Hall,Concert Hall,via cucchiari,45.48928844524452,9.165669022616267,4dfef29f88779f08f9972b7f,large,All,"Day, Evening"
Music Production,Concert Hall,,45.44782901996216,9.16984899494534,4e03bede2271233b767b0f97,large,All,"Day, Evening"
Argelab,Jazz Club,Via Argelati 47,45.445841,9.168476,551464ff498e3ea7dd474dde,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Indiana Production,General Entertainment,"via Argelati, 33",45.447838569998524,9.169740481530193,4c73bbca0e8cbfb7c1840bdb,small,All,"Day, Evening, Night, LateNight"
i-indiana,Office,"Via Argelati, 33",45.44779334967735,9.169669064354068,4c73a3d78efc37042ffe157d,small,"dance, music, acting, magic,comedy","Evening, Night"
Guangmei's,General Entertainment,,45.448328,9.172179,51bc099c498e55ee390150b3,small,All,"Day, Evening, Night, LateNight"
Soul Kitchen,Music Venue,"Via Casale, 7",45.451205,9.171223,4d3a024e0333a093ef4c5034,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
i Giovedí del Design: Alla Castiglioni,General Entertainment,Via Savona 11,45.45128194331065,9.171699039690488,4f187194e4b0f22afda70ae4,small,All,"Day, Evening, Night, LateNight"
Nel Posto Piu Trash Del Mondo,Nightclub,,45.450676,9.171595,5132a82de4b06242f648a567,small,"dance, music, acting, magic,comedy","Evening, Night"
Medoro,Lounge,,45.451115,9.171509,56fa5735498e8c9d108ffddb,small,"dance, music, acting, magic,comedy","Evening, Night"
Minimarket Milano,Nightclub,,45.45111649018389,9.171509228430098,4f652e3be4b0ce431de070d7,small,"dance, music, acting, magic,comedy","Evening, Night"
L'HUB textile work shop,General Entertainment,Ripa di porta Ticinese 69,45.45049265205444,9.169197098572708,4f23bb2be4b0b653a2d366b7,small,All,"Day, Evening, Night, LateNight"
Circo Delle Pulci,General Entertainment,Piscine Argelati,45.44943971779542,9.172147897908317,518f7f1e498e9c894f42f5f7,small,All,"Day, Evening, Night, LateNight"
jUICY,Nightclub,Alzaia Naviglio Grande 54,45.450427,9.171021,51784587e4b0ecd77da3d3c6,small,"dance, music, acting, magic,comedy","Evening, Night"
Lomi Lounge Bar,Lounge,,45.450727,9.170202,5ad8f6fe178a2a4d6b6c1bdf,small,"dance, music, acting, magic,comedy","Evening, Night"
WAL studio,General Entertainment,,45.453783,9.170676,57162792cd10e209049a2498,small,All,"Day, Evening, Night, LateNight"
Roll over Beethoven,Nightclub,Via Borsi 9/2,45.453672008801085,9.168915865011387,531bb661498ed1a93af497aa,small,"dance, music, acting, magic,comedy","Evening, Night"
Live Legend,Music Venue,,45.45290960039255,9.169508429179334,56c6c671498eb30d80afd004,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
L'ARTè,General Entertainment,"Bergognone, 7",45.453705,9.169006,4d8f645ed00a6ea898facd4f,small,All,"Day, Evening, Night, LateNight"
Officine,General Entertainment,,45.452551,9.172543,514e085ce4b0eeb9fe3f28e9,small,All,"Day, Evening, Night, LateNight"
Wrapspaces,General Entertainment,,45.453839,9.169124,4f8e9287e4b019b4976bfc30,small,All,"Day, Evening, Night, LateNight"
Laundry,Music Venue,"Via Vigevano, 20",45.4531141821513,9.172311574321537,4da4971c7ccc816e163d957b,small,"Musical Theatre, Music","Day, Evening, Night, LateNight"
Talent Almanack by RobilantAssociati,General Entertainment,via Vigevano 41,45.453101603568896,9.171438217163086,4fabe0f4121da90b7ede1c2a,small,All,"Day, Evening, Night, LateNight"
Dom Station,Lounge,Via Casale 3,45.45256991919094,9.170124576874374,4d79eea47418a143288bc35b,small,"dance, music, acting, magic,comedy","Evening, Night"
